,imdbid,metrics_x,actors,metrics_y,directors
1818,tt0487148,actor4,neha bam,director1,sharique minhaj
1819,tt0488287,actor1,arun mathur,director1,kanti shah
1820,tt0488287,actor2,anil nagrath,director1,kanti shah
1821,tt0488287,actor3,amit pachori,director1,kanti shah
1822,tt0488287,actor4,sapna,director1,kanti shah
1823,tt0488316,actor1,farid amiri,director1,t.l.v. prasad
1824,tt0488316,actor2,mridula baruah,director1,t.l.v. prasad
1825,tt0488316,actor3,pankaj berry,director1,t.l.v. prasad
1826,tt0488316,actor4,camila bordonaba,director1,t.l.v. prasad
1827,tt0488381,actor1,bipasha basu,director1,madhur bhandarkar
1828,tt0488381,actor2,kay kay menon,director1,madhur bhandarkar
1829,tt0488381,actor3,raj babbar,director1,madhur bhandarkar
1830,tt0488381,actor4,rajat kapoor,director1,madhur bhandarkar
1831,tt0488414,actor1,ajay devgn,director1,vishal bhardwaj
1832,tt0488414,actor2,kareena kapoor,director1,vishal bhardwaj
1833,tt0488414,actor3,saif ali khan,director1,vishal bhardwaj
1834,tt0488414,actor4,konkona sen sharma,director1,vishal bhardwaj
1835,tt0488798,actor1,akshay kumar,director1,anees bazmee
1836,tt0488798,actor2,nana patekar,director1,anees bazmee
1837,tt0488798,actor3,anil kapoor,director1,anees bazmee
1838,tt0488798,actor4,mallika sherawat,director1,anees bazmee
1839,tt0488836,actor1,archi,director1,v.g. samant
1840,tt0488836,actor1,archi,director2,milind ukey
1841,tt0488836,actor2,rajesh jolly,director1,v.g. samant
1842,tt0488836,actor2,rajesh jolly,director2,milind ukey
1843,tt0488836,actor3,mukesh khanna,director1,v.g. samant
1844,tt0488836,actor3,mukesh khanna,director2,milind ukey
1845,tt0488836,actor4,sushmita mukherjee,director1,v.g. samant
1846,tt0488836,actor4,sushmita mukherjee,director2,milind ukey
1847,tt0488840,actor1,aftab shivdasani,director1,partho mitra
1848,tt0488840,actor2,anita hassandani,director1,partho mitra
1849,tt0488840,actor3,dipannita sharma,director1,partho mitra
1850,tt0488840,actor4,himanshu malik,director1,partho mitra
1851,tt0488906,actor1,sanjay dutt,director1,sanjay gupta
1852,tt0488906,actor2,john abraham,director1,sanjay gupta
1853,tt0488906,actor3,lara dutta,director1,sanjay gupta
1854,tt0488906,actor4,celina jaitly,director1,sanjay gupta
1855,tt0488976,actor1,isaiah,director1,marlon rodrigues
1856,tt0488976,actor2,malavikka,director1,marlon rodrigues
1857,tt0488976,actor3,kanksha,director1,marlon rodrigues
1858,tt0488976,actor4,marlon rodrigues,director1,marlon rodrigues
1859,tt0489028,actor1,ayesha jhulka,director1,vicky tejwani
1860,tt0489028,actor2,negar khan,director1,vicky tejwani
1861,tt0489028,actor3,sahil khan,director1,vicky tejwani
1862,tt0489486,actor1,tusshar kapoor,director1,ashwini chaudhary
1863,tt0489486,actor2,emraan hashmi,director1,ashwini chaudhary
1864,tt0489486,actor3,isha sharvani,director1,ashwini chaudhary
1865,tt0489486,actor4,tanushree dutta,director1,ashwini chaudhary
1866,tt0489560,actor1,akshaye khanna,director1,satish kaushik
1867,tt0489560,actor2,ayesha takia,director1,satish kaushik
1868,tt0489560,actor3,mallika sherawat,director1,satish kaushik
1869,tt0489560,actor4,sunil shetty,director1,satish kaushik
1870,tt0490170,actor1,harman baweja,director1,harry baweja
1871,tt0490170,actor2,priyanka chopra,director1,harry baweja
1872,tt0490170,actor3,boman irani,director1,harry baweja
1873,tt0490170,actor4,archana puran singh,director1,harry baweja
1874,tt0490210,actor1,amitabh bachchan,director1,ram gopal varma
1875,tt0490210,actor2,abhishek bachchan,director1,ram gopal varma
1876,tt0490210,actor3,aishwarya rai bachchan,director1,ram gopal varma
1877,tt0490210,actor4,ravi kale,director1,ram gopal varma
1878,tt0490417,actor1,prithvi,director1,jitendra chawda
1879,tt0490417,actor2,satnam kaur,director1,jitendra chawda
1880,tt0490417,actor3,durgesh nandni,director1,jitendra chawda
1881,tt0490417,actor4,kiran kumar,director1,jitendra chawda
1882,tt0490434,actor1,rajat bedi,director1,vicky ranawat
1883,tt0490434,actor2,sudesh berry,director1,vicky ranawat
1884,tt0490434,actor3,abhay bhargav,director1,vicky ranawat
1885,tt0490434,actor4,ishwar,director1,vicky ranawat
1886,tt0490475,actor1,anamika goel,director1,iqbal raj
1887,tt0490475,actor2,sonika kapoor,director1,iqbal raj
1888,tt0490475,actor3,mangala kenkre,director1,iqbal raj
1889,tt0490475,actor4,faraha khan,director1,iqbal raj
1890,tt0491724,actor1,mukesh bhatt,director1,kumar dave
1891,tt0491724,actor2,shama deshpande,director1,kumar dave
1892,tt0491724,actor3,sanjay gandhi,director1,kumar dave
1893,tt0491724,actor4,vijay gupta,director1,kumar dave
1894,tt0493417,actor1,shahid kapoor,director1,ahmed khan
1895,tt0493417,actor2,ayesha takia,director1,ahmed khan
1896,tt0493417,actor3,vivek oberoi,director1,ahmed khan
1897,tt0493417,actor4,sunny deol,director1,ahmed khan
1898,tt0493437,actor1,bobby darling,director1,sangeeth sivan
1899,tt0493437,actor2,ritesh deshmukh,director1,sangeeth sivan
1900,tt0493437,actor3,avtar gill,director1,sangeeth sivan
1901,tt0493437,actor4,vrajesh hirjee,director1,sangeeth sivan
1902,tt0494290,actor1,shahid kapoor,director1,sooraj r. barjatya
1903,tt0494290,actor2,amrita rao,director1,sooraj r. barjatya
1904,tt0494290,actor3,anupam kher,director1,sooraj r. barjatya
1905,tt0494290,actor4,alok nath,director1,sooraj r. barjatya
1906,tt0495022,actor1,aftab shivdasani,director1,vikram bhatt
1907,tt0495022,actor2,ameesha patel,director1,vikram bhatt
1908,tt0495022,actor3,esha deol,director1,vikram bhatt
1909,tt0495022,actor4,amin hajee,director1,vikram bhatt
1910,tt0495032,actor1,kangana ranaut,director1,anurag basu
1911,tt0495032,actor2,shiney ahuja,director1,anurag basu
1912,tt0495032,actor3,emraan hashmi,director1,anurag basu
1913,tt0495032,actor4,gulshan grover,director1,anurag basu
1914,tt0495034,actor1,ajay devgn,director1,rohit shetty
1915,tt0495034,actor2,arshad warsi,director1,rohit shetty
1916,tt0495034,actor3,sharman joshi,director1,rohit shetty
1917,tt0495034,actor4,tusshar kapoor,director1,rohit shetty
1918,tt0497606,actor1,kay kay menon,director1,kamika verma
1919,tt0497606,actor1,kay kay menon,director2,kanika verma
1920,tt0497606,actor2,sonali kulkarni,director1,kamika verma
1921,tt0497606,actor2,sonali kulkarni,director2,kanika verma
1922,tt0497606,actor3,aditya srivastava,director1,kamika verma
1923,tt0497606,actor3,aditya srivastava,director2,kanika verma
1924,tt0497606,actor4,vijay raj,director1,kamika verma
1925,tt0497606,actor4,vijay raj,director2,kanika verma
1926,tt0497887,actor1,ali asghar,director1,sumbul gazi
1927,tt0497887,actor2,raj babbar,director1,sumbul gazi
1928,tt0497887,actor3,suresh chatwal,director1,sumbul gazi
1929,tt0497887,actor4,avtar gill,director1,sumbul gazi
1930,tt0499041,actor1,kunal khemu,director1,mohit suri
1931,tt0499041,actor2,deepal shaw,director1,mohit suri
1932,tt0499041,actor3,smiley suri,director1,mohit suri
1933,tt0499041,actor4,atul parchure,director1,mohit suri
1934,tt0499375,actor1,mithun chakraborty,director1,mani ratnam
1935,tt0499375,actor2,abhishek bachchan,director1,mani ratnam
1936,tt0499375,actor3,aishwarya rai bachchan,director1,mani ratnam
1937,tt0499375,actor4,madhavan,director1,mani ratnam
1938,tt0758053,actor1,ranbir kapoor,director1,sanjay leela bhansali
1939,tt0758053,actor2,sonam kapoor,director1,sanjay leela bhansali
1940,tt0758053,actor3,salman khan,director1,sanjay leela bhansali
1941,tt0758053,actor4,rani mukerji,director1,sanjay leela bhansali
1942,tt0770214,actor1,john abraham,director1,kabir khan
1943,tt0770214,actor2,arshad warsi,director1,kabir khan
1944,tt0770214,actor3,salman shahid,director1,kabir khan
1945,tt0770214,actor4,hanif hum ghum,director1,kabir khan
1946,tt0779768,actor1,sunny deol,director1,harry baweja
1947,tt0779768,actor2,ameesha patel,director1,harry baweja
1948,tt0779768,actor3,neha dhupia,director1,harry baweja
1949,tt0779768,actor4,mukesh rishi,director1,harry baweja
1950,tt0795434,actor1,akshay kumar,director1,vipul amrutlal shah
1951,tt0795434,actor2,katrina kaif,director1,vipul amrutlal shah
1952,tt0795434,actor3,rishi kapoor,director1,vipul amrutlal shah
1953,tt0795434,actor4,clive standen,director1,vipul amrutlal shah
1954,tt0800956,actor1,dharmendra,director1,anurag basu
1955,tt0800956,actor2,irrfan khan,director1,anurag basu
1956,tt0800956,actor3,konkona sen sharma,director1,anurag basu
1957,tt0800956,actor4,kay kay menon,director1,anurag basu
1958,tt0800981,actor1,sanjay dutt,director1,raj kaushal
1959,tt0800981,actor2,arshad warsi,director1,raj kaushal
1960,tt0800981,actor3,minissha lamba,director1,raj kaushal
1961,tt0800981,actor4,anusha dhandekar,director1,raj kaushal
1962,tt0805184,actor1,akshay kumar,director1,priyadarshan
1963,tt0805184,actor2,govinda,director1,priyadarshan
1964,tt0805184,actor3,paresh rawal,director1,priyadarshan
1965,tt0805184,actor4,lara dutta,director1,priyadarshan
1966,tt0806088,actor1,akshay kumar,director1,sajid khan
1967,tt0806088,actor2,vidya balan,director1,sajid khan
1968,tt0806088,actor3,fardeen khan,director1,sajid khan
1969,tt0806088,actor4,ritesh deshmukh,director1,sajid khan
1970,tt0807758,actor1,salman khan,director1,david dhawan
1971,tt0807758,actor2,govinda,director1,david dhawan
1972,tt0807758,actor3,lara dutta,director1,david dhawan
1973,tt0807758,actor4,katrina kaif,director1,david dhawan
1974,tt0808306,actor1,ranvir shorey,director1,reema kagti
1975,tt0808306,actor2,dia mirza,director1,reema kagti
1976,tt0808306,actor3,abhay deol,director1,reema kagti
1977,tt0808306,actor4,minissha lamba,director1,reema kagti
1978,tt0810058,actor1,akshaye khanna,director1,dharmesh darshan
1979,tt0810058,actor2,priyanka chopra,director1,dharmesh darshan
1980,tt0810058,actor3,ameesha patel,director1,dharmesh darshan
1981,tt0810058,actor4,dino morea,director1,dharmesh darshan
1982,tt0811066,actor1,sanjay dutt,director1,apoorva lakhia
1983,tt0811066,actor2,amitabh bachchan,director1,apoorva lakhia
1984,tt0811066,actor3,arbaaz khan,director1,apoorva lakhia
1985,tt0811066,actor4,sunil shetty,director1,apoorva lakhia
1986,tt0813539,actor1,dev anand,director1,dev anand
1987,tt0813539,actor2,prem chopra,director1,dev anand
1988,tt0813539,actor3,milind gunaji,director1,dev anand
1989,tt0813539,actor4,a.k. hangal,director1,dev anand
1990,tt0813540,actor1,sunny deol,director1,sachin bajaj
1991,tt0813540,actor2,vivek oberoi,director1,sachin bajaj
1992,tt0813540,actor3,sameera reddy,director1,sachin bajaj
1993,tt0813540,actor4,jackie shroff,director1,sachin bajaj
1994,tt0814014,actor1,dharmendra,director1,anil sharma
1995,tt0814014,actor2,sunny deol,director1,anil sharma
1996,tt0814014,actor3,bobby deol,director1,anil sharma
1997,tt0814014,actor4,shilpa shetty,director1,anil sharma
1998,tt0814082,actor1,emraan hashmi,director1,aditya datt
1999,tt0814082,actor2,ashmit patel,director1,aditya datt
2000,tt0814082,actor3,geeta basra,director1,aditya datt
2001,tt0814082,actor4,mithun chakraborty,director1,aditya datt
2002,tt0814158,actor1,suman ranganathan,director1,v. menon
2003,tt0814158,actor2,milind gunaji,director1,v. menon
2004,tt0814158,actor3,deepak jethi,director1,v. menon
2005,tt0814158,actor4,kashmira shah,director1,v. menon
2006,tt0814295,actor1,zayed khan,director1,suresh krishna
2007,tt0814295,actor2,isha sharvani,director1,suresh krishna
2008,tt0814295,actor3,minissha lamba,director1,suresh krishna
2009,tt0814295,actor4,rajat bedi,director1,suresh krishna
2010,tt0816657,actor1,urmila matondkar,director1,vikram bhatt
2011,tt0816657,actor2,sanjay suri,director1,vikram bhatt
2012,tt0816657,actor3,zayed khan,director1,vikram bhatt
2013,tt0816657,actor4,aftab shivdasani,director1,vikram bhatt
2014,tt0819810,actor1,kunal khemu,director1,madhur bhandarkar
2015,tt0819810,actor2,neetu chandra,director1,madhur bhandarkar
2016,tt0819810,actor3,upendra limaye,director1,madhur bhandarkar
2017,tt0819810,actor4,ranvir shorey,director1,madhur bhandarkar
2018,tt0823261,actor1,sushmita sen,director1,tanuja chandra
2019,tt0823261,actor2,shiney ahuja,director1,tanuja chandra
2020,tt0823261,actor3,julian burkhardt,director1,tanuja chandra
2021,tt0823261,actor4,ravi gossain,director1,tanuja chandra
2022,tt0823451,actor1,arbaaz khan,director1,jasmeet dhodhi
2023,tt0823451,actor1,arbaaz khan,director2,meghna gulzar
2024,tt0823451,actor2,mandira bedi,director1,jasmeet dhodhi
2025,tt0823451,actor2,mandira bedi,director2,meghna gulzar
2026,tt0823451,actor3,sudhanshu pandey,director1,jasmeet dhodhi
2027,tt0823451,actor3,sudhanshu pandey,director2,meghna gulzar
2028,tt0823451,actor4,jimmy shergill,director1,jasmeet dhodhi
2029,tt0823451,actor4,jimmy shergill,director2,meghna gulzar
2030,tt0824316,actor1,ayesha takia,director1,nagesh kukunoor
2031,tt0824316,actor2,shreyas talpade,director1,nagesh kukunoor
2032,tt0824316,actor3,gul panag,director1,nagesh kukunoor
2033,tt0824316,actor4,girish karnad,director1,nagesh kukunoor
2034,tt0824375,actor1,amitabh bachchan,director1,ram gopal varma
2035,tt0824375,actor2,jiah khan,director1,ram gopal varma
2036,tt0824375,actor3,revathy,director1,ram gopal varma
2037,tt0824375,actor4,nasser,director1,ram gopal varma
2038,tt0826165,actor1,ravi kishan,director1,dinesh d. awasthi
2039,tt0826165,actor2,rajeev awasthi,director1,dinesh d. awasthi
2040,tt0826165,actor3,chittaranjan giri,director1,dinesh d. awasthi
2041,tt0826165,actor4,arun kumar,director1,dinesh d. awasthi
2042,tt0829200,actor1,meghna desai,director1,pramod mandloi
2043,tt0829200,actor2,siddharth dhawan,director1,pramod mandloi
2044,tt0829200,actor3,dinesh hingoo,director1,pramod mandloi
2045,tt0829200,actor4,shakti kapoor,director1,pramod mandloi
2046,tt0831816,actor1,mohit ahlawat,director1,ram gopal varma
2047,tt0831816,actor2,priyanka kothari,director1,ram gopal varma
2048,tt0831816,actor3,vinod jaywant,director1,ram gopal varma
2049,tt0831816,actor4,nagesh bhonsle,director1,ram gopal varma
2050,tt0831840,actor1,abhay deol,director1,shivam nair
2051,tt0831840,actor2,soha ali khan,director1,shivam nair
2052,tt0831840,actor3,shayan munshi,director1,shivam nair
2053,tt0831840,actor4,murad ali,director1,shivam nair
2054,tt0832365,actor1,rocky bhatia,director1,ajai sinha
2055,tt0832365,actor2,dia mirza,director1,ajai sinha
2056,tt0832365,actor3,tejaswini kolhapure,director1,ajai sinha
2057,tt0832365,actor4,gauri karnik,director1,ajai sinha
2058,tt0833476,actor1,abhishek bachchan,director1,shaad ali
2059,tt0833476,actor2,preity zinta,director1,shaad ali
2060,tt0833476,actor3,bobby deol,director1,shaad ali
2061,tt0833476,actor4,lara dutta,director1,shaad ali
2062,tt0833484,actor1,irrfan khan,director1,hasnain hyderabadwala
2063,tt0833484,actor1,irrfan khan,director2,raksha mistry
2064,tt0833484,actor2,emraan hashmi,director1,hasnain hyderabadwala
2065,tt0833484,actor2,emraan hashmi,director2,raksha mistry
2066,tt0833484,actor3,priyanka kothari,director1,hasnain hyderabadwala
2067,tt0833484,actor3,priyanka kothari,director2,raksha mistry
2068,tt0833484,actor4,bharati achrekar,director1,hasnain hyderabadwala
2069,tt0833484,actor4,bharati achrekar,director2,raksha mistry
2070,tt0833499,actor1,aditya bal,director1,afzal ahmad
2071,tt0833499,actor2,meghna naidu,director1,afzal ahmad
2072,tt0833499,actor3,vidya malvade,director1,afzal ahmad
2073,tt0833537,actor1,mahima chaudhry,director1,karan razdan
2074,tt0833537,actor2,padmini kolhapure,director1,karan razdan
2075,tt0833537,actor3,shakti kapoor,director1,karan razdan
2076,tt0833537,actor4,gulshan grover,director1,karan razdan
2077,tt0833553,actor1,saif ali khan,director1,siddharth anand
2078,tt0833553,actor2,rani mukerji,director1,siddharth anand
2079,tt0833553,actor3,mayank amin,director1,siddharth anand
2080,tt0833553,actor4,vic aviles,director1,siddharth anand
2081,tt0833561,actor1,kangana ranaut,director1,mohit suri
2082,tt0833561,actor2,shiney ahuja,director1,mohit suri
2083,tt0833561,actor3,shaad randhawa,director1,mohit suri
2084,tt0833561,actor4,purab kohli,director1,mohit suri
2085,tt0839742,actor1,mischa barton,director1,ravi kumar
2086,tt0839742,actor2,martin sheen,director1,ravi kumar
2087,tt0839742,actor3,kal penn,director1,ravi kumar
2088,tt0839742,actor4,rajpal yadav,director1,ravi kumar
2089,tt0845448,actor1,sanjay dutt,director1,indra kumar
2090,tt0845448,actor2,ritesh deshmukh,director1,indra kumar
2091,tt0845448,actor3,arshad warsi,director1,indra kumar
2092,tt0845448,actor4,aashish chaudhary,director1,indra kumar
2093,tt0845492,actor1,nikhil dwivedi,director1,eeshwar nivas
2094,tt0845492,actor2,amrita rao,director1,eeshwar nivas
2095,tt0845492,actor3,mithun chakraborty,director1,eeshwar nivas
2096,tt0845492,actor4,anupam kher,director1,eeshwar nivas
2097,tt0845494,actor1,dwij yadav,director1,samir karnik
2098,tt0845494,actor2,bobby deol,director1,samir karnik
2099,tt0845494,actor3,sharat saxena,director1,samir karnik
2100,tt0845494,actor4,vivek shaq,director1,samir karnik
2101,tt0845503,actor1,sameer dharmadhikari,director1,dilip shankar
2102,tt0845503,actor2,sandali sinha,director1,dilip shankar
2103,tt0845503,actor3,sayaji shinde,director1,dilip shankar
2104,tt0845503,actor4,govind namdeo,director1,dilip shankar
2105,tt0845529,actor1,vinod khanna,director1,vishram sawant
2106,tt0845529,actor2,randeep hooda,director1,vishram sawant
2107,tt0845529,actor3,tanushree dutta,director1,vishram sawant
2108,tt0845529,actor4,madhuri bhagwat,director1,vishram sawant
2109,tt0847180,actor1,shweta bhardwaj,director1,rajnish thakur
2110,tt0847180,actor2,mimoh chakraborty,director1,rajnish thakur
2111,tt0847180,actor3,prem chopra,director1,rajnish thakur
2112,tt0847180,actor4,sudhir s. dayma,director1,rajnish thakur
2113,tt0847758,actor1,rajesh khanna,director1,vijay sadanah
2114,tt0847758,actor2,mohnish bahl,director1,vijay sadanah
2115,tt0847758,actor3,ashima bhalla,director1,vijay sadanah
2116,tt0847758,actor4,asawari joshi,director1,vijay sadanah
2117,tt0857381,actor1,arjun rampal,director1,vivek b agrawal
2118,tt0857381,actor2,vipasha agarwal,director1,vivek b agrawal
2119,tt0857381,actor3,chunky pandey,director1,vivek b agrawal
