,imdbid,metrics_x,actors,metrics_y,directors
2494,tt1156148,actor4,dino morea,director1,satish kaushik
2495,tt1159917,actor1,shreyas talpade,director1,nagesh kukunoor
2496,tt1159917,actor2,lena christensen,director1,nagesh kukunoor
2497,tt1159917,actor3,vijay maurya,director1,nagesh kukunoor
2498,tt1159917,actor4,manmeet singh,director1,nagesh kukunoor
2499,tt1166100,actor1,aamir khan,director1,a.r. murugadoss
2500,tt1166100,actor2,asin,director1,a.r. murugadoss
2501,tt1166100,actor3,jiah khan,director1,a.r. murugadoss
2502,tt1166100,actor4,tinnu anand,director1,a.r. murugadoss
2503,tt1170399,actor1,tusshar kapoor,director1,sachin yardi
2504,tt1170399,actor2,anupam kher,director1,sachin yardi
2505,tt1170399,actor3,rajpal yadav,director1,sachin yardi
2506,tt1170399,actor4,raima sen,director1,sachin yardi
2507,tt1170404,actor1,paresh rawal,director1,priyadarshan
2508,tt1170404,actor2,akshaye khanna,director1,priyadarshan
2509,tt1170404,actor3,genelia d'souza,director1,priyadarshan
2510,tt1170404,actor4,om puri,director1,priyadarshan
2511,tt1170411,actor1,harman baweja,director1,ajit pal mangat
2512,tt1170411,actor2,allan border,director1,ajit pal mangat
2513,tt1170411,actor3,mike hussey,director1,ajit pal mangat
2514,tt1170411,actor4,simon jones,director1,ajit pal mangat
2515,tt1172587,actor1,cary elwes,director1,nikhil advani
2516,tt1172587,actor2,christopher lloyd,director1,nikhil advani
2517,tt1172587,actor3,troy baker,director1,nikhil advani
2518,tt1172587,actor4,tom kenny,director1,nikhil advani
2519,tt1174041,actor1,kareena kapoor,director1,prem soni
2520,tt1174041,actor2,salman khan,director1,prem soni
2521,tt1174041,actor3,sohail khan,director1,prem soni
2522,tt1174041,actor4,yash tonk,director1,prem soni
2523,tt1176141,actor1,vikas anand,director1,raj n. sippy
2524,tt1176141,actor2,asrani,director1,raj n. sippy
2525,tt1176141,actor3,mithun chakraborty,director1,raj n. sippy
2526,tt1176141,actor4,gulshan grover,director1,raj n. sippy
2527,tt1176201,actor1,delhi ganesh,director1,k. shankar
2528,tt1176201,actor2,jai ganesh,director1,k. shankar
2529,tt1176201,actor3,nizhalgal ravi,director1,k. shankar
2530,tt1176201,actor4,radha ravi,director1,k. shankar
2531,tt1176911,actor1,rajendraprasad,director1,shashanka ghosh
2532,tt1176911,actor2,nasser,director1,shashanka ghosh
2533,tt1176911,actor3,rambha,director1,shashanka ghosh
2534,tt1176911,actor4,raju sundaram,director1,shashanka ghosh
2535,tt1176960,actor1,neetu chandra,director1,ashwani dhir
2536,tt1176960,actor2,esha deol,director1,ashwani dhir
2537,tt1176960,actor3,vrajesh hirjee,director1,ashwani dhir
2538,tt1176960,actor4,tusshar kapoor,director1,ashwani dhir
2539,tt1176961,actor1,shreyas talpade,director1,paritosh painter
2540,tt1176961,actor2,javed jaffrey,director1,paritosh painter
2541,tt1176961,actor3,aashish chaudhary,director1,paritosh painter
2542,tt1176961,actor4,vatsal seth,director1,paritosh painter
2543,tt1178657,actor1,kunal khemu,director1,rohit jugraj
2544,tt1178657,actor2,tulip joshi,director1,rohit jugraj
2545,tt1178657,actor3,aushima sawhney,director1,rohit jugraj
2546,tt1178657,actor4,apoorva s. badgaiyan,director1,rohit jugraj
2547,tt1179781,actor1,vivek oberoi,director1,apoorva lakhia
2548,tt1179781,actor2,zayed khan,director1,apoorva lakhia
2549,tt1179781,actor3,shriya saran,director1,apoorva lakhia
2550,tt1179781,actor4,shabbir ahluwalia,director1,apoorva lakhia
2551,tt1179782,actor1,ranvir shorey,director1,rajat kapoor
2552,tt1179782,actor2,neha dhupia,director1,rajat kapoor
2553,tt1179782,actor3,naseeruddin shah,director1,rajat kapoor
2554,tt1179782,actor4,saurabh shukla,director1,rajat kapoor
2555,tt1182884,actor1,sushmita sen,director1,mudassar aziz
2556,tt1182884,actor2,fardeen khan,director1,mudassar aziz
2557,tt1182884,actor3,ishita sharma,director1,mudassar aziz
2558,tt1182884,actor4,shah rukh khan,director1,mudassar aziz
2559,tt1182908,actor1,juhi chawla,director1,jaideep sen
2560,tt1182908,actor2,irrfan khan,director1,jaideep sen
2561,tt1182908,actor3,arshad warsi,director1,jaideep sen
2562,tt1182908,actor4,rajpal yadav,director1,jaideep sen
2563,tt1182937,actor1,shah rukh khan,director1,aditya chopra
2564,tt1182937,actor2,vinay pathak,director1,aditya chopra
2565,tt1182937,actor3,anushka sharma,director1,aditya chopra
2566,tt1182937,actor4,m.k. raina,director1,aditya chopra
2567,tt1182972,actor1,ranbir kapoor,director1,siddharth anand
2568,tt1182972,actor2,bipasha basu,director1,siddharth anand
2569,tt1182972,actor3,minissha lamba,director1,siddharth anand
2570,tt1182972,actor4,deepika padukone,director1,siddharth anand
2571,tt1183917,actor1,amitabh bachchan,director1,leena yadav
2572,tt1183917,actor2,madhavan,director1,leena yadav
2573,tt1183917,actor3,shraddha kapoor,director1,leena yadav
2574,tt1183917,actor4,siddharth kher,director1,leena yadav
2575,tt1183944,actor1,rekha,director1,raj kanwar
2576,tt1183944,actor2,hema malini,director1,raj kanwar
2577,tt1183944,actor3,javed sheikh,director1,raj kanwar
2578,tt1183944,actor4,avtar gill,director1,raj kanwar
2579,tt1183946,actor1,kay kay menon,director1,manish gupta
2580,tt1183946,actor2,arbaaz khan,director1,manish gupta
2581,tt1183946,actor3,rukhsar,director1,manish gupta
2582,tt1183946,actor4,veerendra saxena,director1,manish gupta
2583,tt1185412,actor1,salman khan,director1,anil sharma
2584,tt1185412,actor2,mithun chakraborty,director1,anil sharma
2585,tt1185412,actor3,jackie shroff,director1,anil sharma
2586,tt1185412,actor4,sohail khan,director1,anil sharma
2587,tt1185420,actor1,abhishek bachchan,director1,tarun mansukhani
2588,tt1185420,actor2,john abraham,director1,tarun mansukhani
2589,tt1185420,actor3,priyanka chopra,director1,tarun mansukhani
2590,tt1185420,actor4,kiron kher,director1,tarun mansukhani
2591,tt1185442,actor1,kareena kapoor,director1,renzil d'silva
2592,tt1185442,actor2,saif ali khan,director1,renzil d'silva
2593,tt1185442,actor3,om puri,director1,renzil d'silva
2594,tt1185442,actor4,vivek oberoi,director1,renzil d'silva
2595,tt1187043,actor1,aamir khan,director1,rajkumar hirani
2596,tt1187043,actor2,kareena kapoor,director1,rajkumar hirani
2597,tt1187043,actor3,madhavan,director1,rajkumar hirani
2598,tt1187043,actor4,sharman joshi,director1,rajkumar hirani
2599,tt1188982,actor1,salman khan,director1,sohail khan
2600,tt1188982,actor2,tabu,director1,sohail khan
2601,tt1188982,actor3,sunil shetty,director1,sohail khan
2602,tt1188982,actor4,genelia d'souza,director1,sohail khan
2603,tt1188996,actor1,shah rukh khan,director1,karan johar
2604,tt1188996,actor2,kajol,director1,karan johar
2605,tt1188996,actor3,katie a. keane,director1,karan johar
2606,tt1188996,actor4,kenton duty,director1,karan johar
2607,tt1189006,actor1,ajay devgn,director1,kireet khurana
2608,tt1189006,actor2,sanjay dutt,director1,kireet khurana
2609,tt1189006,actor3,delnaaz irani,director1,kireet khurana
2610,tt1189006,actor4,chinky jaiswal,director1,kireet khurana
2611,tt1191118,actor1,gul panag,director1,manoj tiwari
2612,tt1191118,actor2,celina jaitly,director1,manoj tiwari
2613,tt1191118,actor3,isha koppikar,director1,manoj tiwari
2614,tt1191118,actor4,chunky pandey,director1,manoj tiwari
2615,tt1191138,actor1,rishi kapoor,director1,kunal kohli
2616,tt1191138,actor2,saif ali khan,director1,kunal kohli
2617,tt1191138,actor3,rani mukerji,director1,kunal kohli
2618,tt1191138,actor4,akshat chopra,director1,kunal kohli
2619,tt1194232,actor1,priyanka chopra,director1,milap zaveri
2620,tt1194232,actor2,akshay kumar,director1,milap zaveri
2621,tt1194232,actor3,jacqueline fernandez,director1,milap zaveri
2622,tt1194232,actor4,karan johar,director1,milap zaveri
2623,tt1194236,actor1,nana patekar,director1,milind ukey
2624,tt1194236,actor2,shahid kapoor,director1,milind ukey
2625,tt1194236,actor3,ayesha takia,director1,milind ukey
2626,tt1194236,actor4,sushant singh,director1,milind ukey
2627,tt1194608,actor1,isha koppikar,director1,kaushik ghatak
2628,tt1194608,actor2,sonu sood,director1,kaushik ghatak
2629,tt1194608,actor3,anand abhyankar,director1,kaushik ghatak
2630,tt1194608,actor4,daman baggan,director1,kaushik ghatak
2631,tt1198101,actor1,hrithik roshan,director1,anurag basu
2632,tt1198101,actor2,bárbara mori,director1,anurag basu
2633,tt1198101,actor3,steven michael quezada,director1,anurag basu
2634,tt1198101,actor4,kangana ranaut,director1,anurag basu
2635,tt1199490,actor1,gaurav kapoor,director1,varun khanna
2636,tt1199490,actor2,hrishitaa bhatt,director1,varun khanna
2637,tt1199490,actor3,govind namdeo,director1,varun khanna
2638,tt1199490,actor4,zakir hussain,director1,varun khanna
2639,tt1199534,actor1,manisha koirala,director1,ajay kumar
2640,tt1199534,actor2,irrfan khan,director1,ajay kumar
2641,tt1199534,actor3,sadashiv amrapurkar,director1,ajay kumar
2642,tt1199534,actor4,tinnu anand,director1,ajay kumar
2643,tt1201557,actor1,fardeen khan,director1,suparn verma
2644,tt1201557,actor2,dia mirza,director1,suparn verma
2645,tt1201557,actor3,manoj bajpayee,director1,suparn verma
2646,tt1201557,actor4,aftab shivdasani,director1,suparn verma
2647,tt1202344,actor1,chetanya adeep,director1,rajesh kumar singh
2648,tt1202344,actor2,shawar ali,director1,rajesh kumar singh
2649,tt1202344,actor3,arun bakshi,director1,rajesh kumar singh
2650,tt1202344,actor4,chitrapama,director1,rajesh kumar singh
2651,tt1202517,actor1,naseeruddin shah,director1,raja menon
2652,tt1202517,actor2,vijay raaz,director1,raja menon
2653,tt1202517,actor3,arjun mathur,director1,raja menon
2654,tt1202517,actor4,violante placido,director1,raja menon
2655,tt1202540,actor1,shahid kapoor,director1,anurag singh
2656,tt1202540,actor2,rani mukerji,director1,anurag singh
2657,tt1202540,actor3,anupam kher,director1,anurag singh
2658,tt1202540,actor4,dalip tahil,director1,anurag singh
2659,tt1214948,actor1,dino morea,director1,pavan kaul
2660,tt1214948,actor2,milind soman,director1,pavan kaul
2661,tt1214948,actor3,sheetal menon,director1,pavan kaul
2662,tt1214948,actor4,simone singh,director1,pavan kaul
2663,tt1216276,actor1,ajita,director1,mohan sharma
2664,tt1216276,actor2,himani chawla,director1,mohan sharma
2665,tt1216276,actor3,sumeet chawla,director1,mohan sharma
2666,tt1216276,actor4,suresh dubey,director1,mohan sharma
2667,tt1216300,actor1,emraan hashmi,director1,kunal deshmukh
2668,tt1216300,actor2,sonal chauhan,director1,kunal deshmukh
2669,tt1216300,actor3,shakeel khan,director1,kunal deshmukh
2670,tt1216300,actor4,sameer kochhar,director1,kunal deshmukh
2671,tt1217608,actor1,amitabh bachchan,director1,ashok gupta
2672,tt1217608,actor1,amitabh bachchan,director2,mukul dutt
2673,tt1217608,actor2,shatrughan sinha,director1,ashok gupta
2674,tt1217608,actor2,shatrughan sinha,director2,mukul dutt
2675,tt1217608,actor3,sharda,director1,ashok gupta
2676,tt1217608,actor3,sharda,director2,mukul dutt
2677,tt1217608,actor4,sudha chandran,director1,ashok gupta
2678,tt1217608,actor4,sudha chandran,director2,mukul dutt
2679,tt1218038,actor1,konkona sen sharma,director1,kunaal roy kapur
2680,tt1218038,actor2,shernaz patel,director1,kunaal roy kapur
2681,tt1218038,actor3,shivani tanksale,director1,kunaal roy kapur
2682,tt1218038,actor4,anand tiwari,director1,kunaal roy kapur
2683,tt1218345,actor1,irrfan khan,director1,anil senior
2684,tt1218345,actor2,rahul bose,director1,anil senior
2685,tt1218345,actor3,rahul khanna,director1,anil senior
2686,tt1218345,actor4,konkona sen sharma,director1,anil senior
2687,tt1220718,actor1,kay kay menon,director1,arindam nandy
2688,tt1220718,actor2,sonali kulkarni,director1,arindam nandy
2689,tt1220718,actor3,parvin dabas,director1,arindam nandy
2690,tt1220718,actor4,vinay pathak,director1,arindam nandy
2691,tt1221133,actor1,malaika arora,director1,saurabh kabra
2692,tt1221133,actor2,arun bakshi,director1,saurabh kabra
2693,tt1221133,actor3,aashish chaudhary,director1,saurabh kabra
2694,tt1221133,actor4,snehal dabi,director1,saurabh kabra
2695,tt1221139,actor1,shreyas talpade,director1,shyam benegal
2696,tt1221139,actor2,amrita rao,director1,shyam benegal
2697,tt1221139,actor3,ravi kishan,director1,shyam benegal
2698,tt1221139,actor4,ila arun,director1,shyam benegal
2699,tt1221142,actor1,raj singh arora,director1,jahnu barua
2700,tt1221142,actor1,raj singh arora,director2,rahul dholakia
2701,tt1221142,actor2,abhisar bose,director1,jahnu barua
2702,tt1221142,actor2,abhisar bose,director2,rahul dholakia
2703,tt1221142,actor3,neetu chandra,director1,jahnu barua
2704,tt1221142,actor3,neetu chandra,director2,rahul dholakia
2705,tt1221142,actor4,master chinmay,director1,jahnu barua
2706,tt1221142,actor4,master chinmay,director2,rahul dholakia
2707,tt1223922,actor1,akshay kumar,director1,anthony d'souza
2708,tt1223922,actor2,sanjay dutt,director1,anthony d'souza
2709,tt1223922,actor3,lara dutta,director1,anthony d'souza
2710,tt1223922,actor4,zayed khan,director1,anthony d'souza
2711,tt1224454,actor1,kay kay menon,director1,rajatesh nayyar
2712,tt1224454,actor2,manisha koirala,director1,rajatesh nayyar
2713,tt1224454,actor3,ranvir shorey,director1,rajatesh nayyar
2714,tt1224454,actor4,sonali kulkarni,director1,rajatesh nayyar
2715,tt1227524,actor1,john abraham,director1,nagesh kukunoor
2716,tt1227524,actor2,anaitha nair,director1,nagesh kukunoor
2717,tt1227524,actor3,girish karnad,director1,nagesh kukunoor
2718,tt1227524,actor4,farida jalal,director1,nagesh kukunoor
2719,tt1227762,actor1,shubhankar atre,director1,sujoy ghosh
2720,tt1227762,actor2,amitabh bachchan,director1,sujoy ghosh
2721,tt1227762,actor3,victor banerjee,director1,sujoy ghosh
2722,tt1227762,actor4,dhaval barbhaya,director1,sujoy ghosh
2723,tt1228707,actor1,mimoh chakraborty,director1,raj n. sippy
2724,tt1228707,actor2,rati agnihotri,director1,raj n. sippy
2725,tt1228707,actor3,vikas anand,director1,raj n. sippy
2726,tt1228707,actor4,rahul dev,director1,raj n. sippy
2727,tt1228726,actor1,sunil shetty,director1,deepak s. shivdasani
2728,tt1228726,actor2,arshad warsi,director1,deepak s. shivdasani
2729,tt1228726,actor3,sadashiv amrapurkar,director1,deepak s. shivdasani
2730,tt1228726,actor4,deep dhillon,director1,deepak s. shivdasani
2731,tt1228744,actor1,nargis bagheri,director1,hridesh kamble
2732,tt1228744,actor2,upendra limaye,director1,hridesh kamble
2733,tt1228744,actor3,sudha chandran,director1,hridesh kamble
2734,tt1228744,actor4,raman trikha,director1,hridesh kamble
2735,tt1230165,actor1,arjun rampal,director1,abhishek kapoor
2736,tt1230165,actor2,farhan akhtar,director1,abhishek kapoor
2737,tt1230165,actor3,luke kenny,director1,abhishek kapoor
2738,tt1230165,actor4,purab kohli,director1,abhishek kapoor
2739,tt1230448,actor1,irrfan khan,director1,priyadarshan
2740,tt1230448,actor2,shah rukh khan,director1,priyadarshan
2741,tt1230448,actor3,lara dutta,director1,priyadarshan
2742,tt1230448,actor4,om puri,director1,priyadarshan
2743,tt1234250,actor1,sanjay dutt,director1,tabrez hashmi
2744,tt1234250,actor1,sanjay dutt,director2,afzal khan
2745,tt1234250,actor2,manisha koirala,director1,tabrez hashmi
2746,tt1234250,actor2,manisha koirala,director2,afzal khan
2747,tt1234250,actor3,ajay devgn,director1,tabrez hashmi
2748,tt1234250,actor3,ajay devgn,director2,afzal khan
2749,tt1234250,actor4,asrani,director1,tabrez hashmi
2750,tt1234250,actor4,asrani,director2,afzal khan
2751,tt1236441,actor1,mithun chakraborty,director1,v.k. prakash
2752,tt1236441,actor2,dimple kapadia,director1,v.k. prakash
2753,tt1236441,actor3,rati agnihotri,director1,v.k. prakash
2754,tt1236441,actor4,gulshan grover,director1,v.k. prakash
2755,tt1238718,actor1,azghar,director1,sunil agnihotri
2756,tt1238718,actor2,brownie,director1,sunil agnihotri
2757,tt1238718,actor3,divya divedi,director1,sunil agnihotri
2758,tt1238718,actor4,anwar fatehan,director1,sunil agnihotri
2759,tt1238735,actor1,jackie shroff,director1,shashi ranjan
2760,tt1238735,actor2,anupam kher,director1,shashi ranjan
2761,tt1238735,actor3,satish shah,director1,shashi ranjan
2762,tt1238735,actor4,gulshan grover,director1,shashi ranjan
2763,tt1241195,actor1,rajeev khandelwal,director1,raj kumar gupta
2764,tt1241195,actor2,aishwarya,director1,raj kumar gupta
2765,tt1241195,actor3,vasan bala,director1,raj kumar gupta
2766,tt1241195,actor4,chinkal,director1,raj kumar gupta
2767,tt1241334,actor1,kiron kher,director1,shona urvashi
2768,tt1241334,actor2,farooq shaikh,director1,shona urvashi
2769,tt1241334,actor3,ankur khanna,director1,shona urvashi
2770,tt1241334,actor4,masumeh makhija,director1,shona urvashi
2771,tt1242530,actor1,harman baweja,director1,ashutosh gowariker
2772,tt1242530,actor2,priyanka chopra,director1,ashutosh gowariker
2773,tt1242530,actor3,anjan srivastav,director1,ashutosh gowariker
2774,tt1242530,actor4,manju singh,director1,ashutosh gowariker
2775,tt1242782,actor1,mithun chakraborty,director1,soham shah
2776,tt1242782,actor2,sanjay dutt,director1,soham shah
2777,tt1242782,actor3,imran khan,director1,soham shah
2778,tt1242782,actor4,ravi kishan,director1,soham shah
2779,tt1242843,actor1,david bueno,director1,ram gopal varma
2780,tt1242843,actor2,vibha cheebur,director1,ram gopal varma
2781,tt1242843,actor3,raaj gopal,director1,ram gopal varma
2782,tt1242843,actor4,sakshi gulati,director1,ram gopal varma
2783,tt1244093,actor1,mallika sherawat,director1,jennifer chambers lynch
2784,tt1244093,actor2,irrfan khan,director1,jennifer chambers lynch
2785,tt1244093,actor3,jeff doucette,director1,jennifer chambers lynch
2786,tt1244093,actor4,divya dutta,director1,jennifer chambers lynch
2787,tt1245774,actor1,neil nitin mukesh,director1,madhur bhandarkar
2788,tt1245774,actor2,manoj bajpayee,director1,madhur bhandarkar
2789,tt1245774,actor3,arya babbar,director1,madhur bhandarkar
2790,tt1245774,actor4,mirza ali quli,director1,madhur bhandarkar
2791,tt1252488,actor1,amita pathak,director1,anil devgan
2792,tt1252488,actor2,nakuul mehta,director1,anil devgan
2793,tt1252488,actor3,adhyayan suman,director1,anil devgan
2794,tt1252488,actor4,nassar abdulla,director1,anil devgan
2795,tt1252562,actor1,rishi rehan,director1,rajesh ram singh
2796,tt1252562,actor2,avantika,director1,rajesh ram singh
2797,tt1252562,actor3,thomas tevana,director1,rajesh ram singh
2798,tt1252562,actor4,nassar abdulla,director1,rajesh ram singh
2799,tt1252594,actor1,hrishitaa bhatt,director1,rohit nayyar
2800,tt1252594,actor2,seema biswas,director1,rohit nayyar
2801,tt1252594,actor3,nauheed cyrusi,director1,rohit nayyar
2802,tt1252594,actor4,mansi dovhal,director1,rohit nayyar
2803,tt1252596,actor1,katrina kaif,director1,rajkumar santoshi
2804,tt1252596,actor2,ranbir kapoor,director1,rajkumar santoshi
2805,tt1252596,actor3,darshan jariwala,director1,rajkumar santoshi
2806,tt1252596,actor4,smita jaykar,director1,rajkumar santoshi
2807,tt1252614,actor1,kay kay menon,director1,pankaj advani
2808,tt1252614,actor2,rimi sen,director1,pankaj advani
2809,tt1252614,actor3,anupam kher,director1,pankaj advani
2810,tt1252614,actor4,chunky pandey,director1,pankaj advani
2811,tt1255873,actor1,jackie shroff,director1,rajesh bajaj
2812,tt1255873,actor1,jackie shroff,director2,lucky kohli
2813,tt1255873,actor2,sarika,director1,rajesh bajaj
2814,tt1255873,actor2,sarika,director2,lucky kohli
2815,tt1255873,actor3,saurabh shukla,director1,rajesh bajaj
2816,tt1255873,actor3,saurabh shukla,director2,lucky kohli
2817,tt1255873,actor4,vijay raaz,director1,rajesh bajaj
2818,tt1255873,actor4,vijay raaz,director2,lucky kohli
2819,tt1255951,actor1,akshay kumar,director1,priyadarshan
2820,tt1255951,actor2,sunil shetty,director1,priyadarshan
2821,tt1255951,actor3,katrina kaif,director1,priyadarshan
2822,tt1255951,actor4,sameera reddy,director1,priyadarshan
2823,tt1259755,actor1,navin berry,director1,inayat mahshar
2824,tt1259755,actor2,pankaj berry,director1,inayat mahshar
2825,tt1259755,actor3,birbal,director1,inayat mahshar
2826,tt1259755,actor4,sudhir dalvi,director1,inayat mahshar
2827,tt1260689,actor1,ahraz ahmed,director1,sohail tatari
2828,tt1260689,actor2,punit aneja,director1,sohail tatari
2829,tt1260689,actor3,arjan bajwa,director1,sohail tatari
2830,tt1260689,actor4,neetu chandra,director1,sohail tatari
2831,tt1261047,actor1,kay kay menon,director1,anurag kashyap
2832,tt1261047,actor2,raj singh chaudhary,director1,anurag kashyap
2833,tt1261047,actor3,jesse randhawa,director1,anurag kashyap
2834,tt1261047,actor4,deepak dobriyal,director1,anurag kashyap
2835,tt1266140,actor1,bobby khan,director1,dinesh d. awasthi
2836,tt1266140,actor2,nilofer khan,director1,dinesh d. awasthi
2837,tt1266140,actor3,sambhavna sheth,director1,dinesh d. awasthi
2838,tt1266140,actor4,nirmal pandey,director1,dinesh d. awasthi
2839,tt1266545,actor1,bobby deol,director1,kabeer kaushik
2840,tt1266545,actor2,priyanka chopra,director1,kabeer kaushik
2841,tt1266545,actor3,irrfan khan,director1,kabeer kaushik
2842,tt1266545,actor4,akhilendra mishra,director1,kabeer kaushik
2843,tt1266583,actor1,paresh rawal,director1,nishikant kamat
2844,tt1266583,actor2,kay kay menon,director1,nishikant kamat
2845,tt1266583,actor3,irrfan khan,director1,nishikant kamat
2846,tt1266583,actor4,madhavan,director1,nishikant kamat
2847,tt1267400,actor1,saahil chadha,director1,aanand rai
2848,tt1267400,actor2,arbaaz khan,director1,aanand rai
2849,tt1267400,actor3,anita raj,director1,aanand rai
2850,tt1267400,actor4,jackie shroff,director1,aanand rai
2851,tt1267500,actor1,sudeep,director1,ram gopal varma
2852,tt1267500,actor2,amruta khanvilkar,director1,ram gopal varma
2853,tt1267500,actor3,ahsaas channa,director1,ram gopal varma
2854,tt1267500,actor4,ashwini khalsekar,director1,ram gopal varma
2855,tt1274295,actor1,shahid kapoor,director1,vishal bhardwaj
2856,tt1274295,actor2,priyanka chopra,director1,vishal bhardwaj
2857,tt1274295,actor3,deb mukherjee,director1,vishal bhardwaj
2858,tt1274295,actor4,shivkumar subramaniam,director1,vishal bhardwaj
2859,tt1275863,actor1,saif ali khan,director1,imtiaz ali
2860,tt1275863,actor2,deepika padukone,director1,imtiaz ali
2861,tt1275863,actor3,rishi kapoor,director1,imtiaz ali
2862,tt1275863,actor4,rahul khanna,director1,imtiaz ali
2863,tt1278447,actor1,parzan dastur,director1,piyush jha
2864,tt1278447,actor2,ayesha kapoor,director1,piyush jha
2865,tt1278447,actor3,sanjay suri,director1,piyush jha
2866,tt1278447,actor4,madhavan,director1,piyush jha
2867,tt1279105,actor1,sahil khan,director1,hadi abrar
2868,tt1279105,actor2,tanushree dutta,director1,hadi abrar
2869,tt1279105,actor3,meghan jadhav,director1,hadi abrar
2870,tt1279105,actor4,koushtuv ghosh,director1,hadi abrar
2871,tt1280558,actor1,anupam kher,director1,neeraj pandey
2872,tt1280558,actor2,naseeruddin shah,director1,neeraj pandey
2873,tt1280558,actor3,jimmy shergill,director1,neeraj pandey
2874,tt1280558,actor4,deepal shaw,director1,neeraj pandey
2875,tt1283926,actor1,harsh chhaya,director1,rajiv s. ruia
2876,tt1283926,actor2,kurush deboo,director1,rajiv s. ruia
2877,tt1283926,actor3,bhairavi goswami,director1,rajiv s. ruia
2878,tt1283926,actor4,ali haji,director1,rajiv s. ruia
2879,tt1285241,actor1,shah rukh khan,director1,farhan akhtar
2880,tt1285241,actor2,priyanka chopra,director1,farhan akhtar
2881,tt1285241,actor3,hrithik roshan,director1,farhan akhtar
2882,tt1285241,actor4,om puri,director1,farhan akhtar
2883,tt1285245,actor1,farooq shaikh,director1,sanjay puransingh chauhan
2884,tt1285245,actor2,nafisa ali,director1,sanjay puransingh chauhan
2885,tt1285245,actor3,aanaahad,director1,sanjay puransingh chauhan
2886,tt1285245,actor4,sabyasachi chakraborty,director1,sanjay puransingh chauhan
2887,tt1287847,actor1,sammir dattani,director1,mani shankar
2888,tt1287847,actor2,rahul dev,director1,mani shankar
2889,tt1287847,actor3,om puri,director1,mani shankar
2890,tt1287847,actor4,alok nath,director1,mani shankar
2891,tt1288638,actor1,vinay pathak,director1,shashant shah
2892,tt1288638,actor2,sarita joshi,director1,shashant shah
2893,tt1288638,actor3,rajat kapoor,director1,shashant shah
2894,tt1288638,actor4,saurabh shukla,director1,shashant shah
2895,tt1288644,actor1,randeep hooda,director1,madhureeta anand
2896,tt1288644,actor2,raima sen,director1,madhureeta anand
2897,tt1288644,actor3,arbaaz khan,director1,madhureeta anand
2898,tt1288644,actor4,javed akhtar,director1,madhureeta anand
2899,tt1291465,actor1,naseeruddin shah,director1,prakash jha
2900,tt1291465,actor2,arjun rampal,director1,prakash jha
2901,tt1291465,actor3,nana patekar,director1,prakash jha
2902,tt1291465,actor4,ranbir kapoor,director1,prakash jha
2903,tt1292642,actor1,varun bhagwat,director1,faruk kabir
2904,tt1292642,actor2,vikram gokhale,director1,faruk kabir
2905,tt1292642,actor3,zakir hussain,director1,faruk kabir
2906,tt1292642,actor4,bharat jha,director1,faruk kabir
2907,tt1292703,actor1,abhay deol,director1,dibakar banerjee
2908,tt1292703,actor2,paresh rawal,director1,dibakar banerjee
2909,tt1292703,actor3,neetu chandra,director1,dibakar banerjee
2910,tt1292703,actor4,archana puran singh,director1,dibakar banerjee
2911,tt1301698,actor1,rajneesh duggal,director1,vikram bhatt
2912,tt1301698,actor2,adah sharma,director1,vikram bhatt
2913,tt1301698,actor3,anjori alagh,director1,vikram bhatt
2914,tt1301698,actor4,rajendranath zutshi,director1,vikram bhatt
2915,tt1305840,actor1,aftab shivdasani,director1,robby grewal
2916,tt1305840,actor2,aamna shariff,director1,robby grewal
2917,tt1305840,actor3,linda arsenio,director1,robby grewal
2918,tt1305840,actor4,sanjay mishra,director1,robby grewal
2919,tt1309561,actor1,alisha,director1,rahul dholakia
2920,tt1309561,actor2,asif basra,director1,rahul dholakia
2921,tt1309561,actor3,bipasha basu,director1,rahul dholakia
2922,tt1309561,actor4,burhan,director1,rahul dholakia
2923,tt1314274,actor1,sushant singh,director1,jaideep varma
2924,tt1314274,actor2,kartika rane,director1,jaideep varma
2925,tt1314274,actor3,rajat kapoor,director1,jaideep varma
2926,tt1314274,actor4,mandeep mazumdar,director1,jaideep varma
2927,tt1314367,actor1,rati agnihotri,director1,arjun bali
2928,tt1314367,actor2,shahana goswami,director1,arjun bali
2929,tt1314367,actor3,randeep hooda,director1,arjun bali
2930,tt1314367,actor4,kulbhushan kharbanda,director1,arjun bali
2931,tt1324025,actor1,sadashiv amrapurkar,director1,b.h. tharun kumar
2932,tt1324025,actor2,tinnu anand,director1,b.h. tharun kumar
2933,tt1324025,actor3,nauheed cyrusi,director1,b.h. tharun kumar
2934,tt1324025,actor4,shakti kapoor,director1,b.h. tharun kumar
2935,tt1324059,actor1,ranbir kapoor,director1,ayan mukherjee
2936,tt1324059,actor2,konkona sen sharma,director1,ayan mukherjee
2937,tt1324059,actor3,supriya pathak,director1,ayan mukherjee
2938,tt1324059,actor4,anupam kher,director1,ayan mukherjee
2939,tt1324076,actor1,arjun rampal,director1,deepak tijori
2940,tt1324076,actor2,sunny deol,director1,deepak tijori
2941,tt1324076,actor3,udita goswami,director1,deepak tijori
2942,tt1324076,actor4,sagarika ghatge,director1,deepak tijori
2943,tt1324078,actor1,brahim achabbakhe,director1,vivek sharma
2944,tt1324078,actor2,jacky bhagnani,director1,vivek sharma
2945,tt1324078,actor3,nushrat bharucha,director1,vivek sharma
